dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180825-070857_925_live,17,ER,train,They are preparing child-specific and focused supplies in case they are needed.,Describing the organization's preparation of child-specific supplies,0.0,0
P4G,20180825-070857_925_live,18,ER,train,They are in touch with officials in Hawaii.,Noting the organization's communication with officials in Hawaii,0.0,0
P4G,20180825-070857_925_live,19,EE,train,"That's really awesome, are they more in need of supplies or monetary donations?",Asking about the type of donations needed (supplies or monetary),0.0,0
P4G,20180825-070857_925_live,20,ER,train,Definitely more in need of monetary donations.,Clarifying that monetary donations are more needed,0.0,0
P4G,20180825-070857_925_live,21,ER,train,They are asking people to donate to their emergency fund.,Informing about the organization's request for donations to their emergency fund,0.0,0
P4G,20180825-070900_49_live,0,ER,valid,Hi there how are you doing today?,Initiate conversation and inquire about the other person's well-being,0.25,1
P4G,20180825-070900_49_live,1,EE,valid,Hey I'm fine.,Respond to greeting and provide a status update,0.25,1
P4G,20180825-070900_49_live,2,EE,valid,How are you doing?,Inquire about the other person's well-being,0.25,1
P4G,20180825-070900_49_live,3,ER,valid,I am doing really good.,Respond to inquiry and provide a status update,0.25,1
P4G,20180825-070900_49_live,4,ER,valid,"So, what are you up to today?",Inquire about the other person's activities for the day,0.25,1
P4G,20180825-070900_49_live,5,EE,valid,I've been thinking about donating to a children's charity.,Share current thoughts and activities,0.25,1
P4G,20180825-070900_49_live,6,EE,valid,I can't decide which onne.,Express indecision and seek input,0.25,1
P4G,20180825-070900_49_live,7,ER,valid,I was going to ask you if you would be interested in donating to Save the Children.,Introduce a specific charity and suggest participation,0.25,1
P4G,20180825-070900_49_live,8,ER,valid,How do you feel about this charity?,Seek the other person's opinion on the charity,0.25,1
P4G,20180825-070900_49_live,9,EE,valid,I have heard about it but I can't remember it's mission.,Express familiarity but lack of detailed knowledge,0.25,1
P4G,20180825-070900_49_live,10,EE,valid,Do you know that charity's mission?,Request information about the charity's mission,0.25,1
P4G,20180825-070900_49_live,11,ER,valid,They provide kids with the basic things they need like food and clothing.,Provide information about the charity's mission,0.25,1
P4G,20180825-070900_49_live,12,ER,valid,I really like their mission.,Express personal approval of the charity's mission,0.25,1
P4G,20180825-070900_49_live,13,ER,valid,I really feel badly for the kids.,Express empathy for the cause,0.25,1
P4G,20180825-070900_49_live,14,ER,valid,Don't you?,Seek agreement or shared sentiment,0.25,1
P4G,20180825-070900_49_live,15,EE,valid,"Yes, it tugs at my heart to think of all of those children.",Express empathy and shared sentiment,0.25,1
P4G,20180825-070900_49_live,16,EE,valid,Do you know where the charity is headquatered?,Request additional information about the charity,0.25,1
P4G,20180825-070900_49_live,17,ER,valid,They are based in CT.,Provide information about the charity's location,0.25,1
P4G,20180825-070900_49_live,18,ER,valid,I feel that it would be easy to donate.,Express personal opinion on the ease of donating,0.25,1
P4G,20180825-070900_49_live,19,ER,valid,I know I spend on little things like a candy bar or gum.,Share personal spending habits to illustrate a point,0.25,1
P4G,20180825-070900_49_live,20,ER,valid,I know I could give up spending on this and it would help the kids.,Express willingness to make personal sacrifices for the cause,0.25,1
P4G,20180825-070900_49_live,21,ER,valid,Could you donate anything to them?,Inquire about the other person's willingness to donate,0.25,1
P4G,20180825-070900_49_live,22,EE,valid,yes I can.,Express willingness to donate,0.25,1
P4G,20180825-070900_49_live,23,EE,valid,I can donate 10 dollars.,Specify the amount they are willing to donate,0.25,1
P4G,20180825-070900_49_live,24,ER,valid,Wow!,Express surprise and appreciation,0.25,1
P4G,20180825-071316_761_live,0,ER,train,Hi,Greeting,0.0,0
P4G,20180825-071316_761_live,1,EE,train,"Hello, do you have any charities in mind that you support?",Inquiring about supported charities,0.0,0
P4G,20180825-071316_761_live,2,ER,train,"Yes, I am very fond of Save the Children.",Expressing support for a specific charity,0.0,0
P4G,20180825-071316_761_live,3,EE,train,I've never heard of that one.,Expressing unfamiliarity with the charity,0.0,0
P4G,20180825-071316_761_live,4,EE,train,What is their goal?,Requesting information about the charity's goal,0.0,0
P4G,20180825-071316_761_live,5,ER,train,"They are an international charity that provideds food, basic supplies and reief to children in developing countries",Providing information about the charity's mission,0.0,0
P4G,20180825-071316_761_live,6,EE,train,Oh that is interesting.,Expressing interest,0.0,0
P4G,20180825-071316_761_live,7,EE,train,Have you ever made a donation to them?,Inquiring about past donations,0.0,0
P4G,20180825-071316_761_live,8,ER,train,"Yes, I try to make a donation at least annually",Confirming regular donations,0.0,0
P4G,20180825-071316_761_live,9,EE,train,Nice!,Expressing approval,0.0,0
P4G,20180825-071316_761_live,10,EE,train,How much do they recommend you donate?,Inquiring about recommended donation amount,0.0,0
P4G,20180825-071316_761_live,11,ER,train,I would suggest around $20.,Suggesting a donation amount,0.0,0
P4G,20180825-071316_761_live,12,ER,train,That is enough to signifigantly help a child for several weeks while it is just a week's worth of coffee for you.,Justifying the suggested donation amount,0.0,0
P4G,20180825-071316_761_live,13,EE,train,I could definitely justify giving $20 to them.,Expressing willingness to donate,0.0,0
P4G,20180825-071316_761_live,14,ER,train,Your donation would be of great help and most would go directly to helping these kids.,Encouraging donation by explaining its impact,0.0,0
P4G,20180825-071459_643_live,0,ER,train,Do you feel it is improtant to help the children of the world to get them a good meal atleast 2 times a day,Initiate conversation and introduce the topic of helping children with meals,0.15,1
P4G,20180825-071459_643_live,1,EE,train,Yes.,Express agreement,0.15,1
P4G,20180825-071459_643_live,2,EE,train,Nutrition is important,Provide a reason for agreement,0.15,1
P4G,20180825-071459_643_live,3,ER,train,so will you donate to keep the children nourished and kept safe,Request a donation,0.15,1
P4G,20180825-071459_643_live,4,EE,train,I typically donate to local charities by giving food or cash.,Explain current donation habits,0.15,1
P4G,20180825-071459_643_live,5,EE,train,I sometimes question charities that I don't really know,Express skepticism about unknown charities,0.15,1
P4G,20180825-071459_643_live,6,ER,train,well with this charity we all know it is to help to save the children and I agree you should question other donations because together we can help keep the children nourished,Reassure and align with the skepticism while promoting the charity,0.15,1
P4G,20180825-071459_643_live,7,EE,train,I just worry money I donate doesn't get to the children.,Express concern about the effectiveness of donations,0.15,1
P4G,20180825-071459_643_live,8,ER,train,I agree because as you have seen the commercials of the individual holding a little child asking for donations and all he is doing is getting to play with peoples emotions well with our organization we cut the cost of an actor and use that money to help the children,Address the concern by explaining the charity's approach,0.15,1
P4G,20180825-071459_643_live,9,EE,train,That's fantastic.,Express approval,0.15,1
P4G,20180825-071459_643_live,10,EE,train,And how do you make sure some local warlord doesn't get in the way of the charity?,Raise a concern about potential obstacles (warlords),0.15,1
P4G,20180825-071459_643_live,11,ER,train,well we all know there is warlords everywhere even in the USA but we try our very best for our food items to reach the children,Acknowledge the concern and explain efforts to mitigate it,0.15,1
P4G,20180825-071727_819_live,0,ER,train,"Hi, How are you doing this morning?",Initiate conversation and greet,0.15,1
P4G,20180825-071727_819_live,1,EE,train,I am doing well.,Respond to greeting,0.15,1
P4G,20180825-071727_819_live,2,EE,train,You?,Inquire about the other person's well-being,0.15,1
P4G,20180825-071727_819_live,3,ER,train,I'm doing great and am really looking forward to our chat!,Express enthusiasm for the conversation,0.15,1
P4G,20180825-071727_819_live,4,EE,train,Excellent.,Acknowledge the other person's enthusiasm,0.15,1
P4G,20180825-071727_819_live,5,EE,train,Sounds good.,Express agreement,0.15,1
P4G,20180825-071727_819_live,6,ER,train,I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need,Introduce a topic for discussion,0.15,1
P4G,20180825-071727_819_live,7,EE,train,OK - what specifically were you thinking about?,Seek clarification on the introduced topic,0.15,1
P4G,20180825-071727_819_live,8,ER,train,I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children,Provide more details about the topic,0.15,1
P4G,20180825-071727_819_live,9,EE,train,What about this charity.,Request further information,0.15,1
P4G,20180825-071727_819_live,10,EE,train,Are you thinking of donating to it?,Inquire about the other person's intentions,0.15,1
P4G,20180825-071727_819_live,11,ER,train,I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help,Express personal intention and make a request,0.15,1
P4G,20180825-071727_819_live,12,EE,train,What do you think I should donate?,Seek advice on how to fulfill the request,0.15,1
P4G,20180825-071727_819_live,13,ER,train,I think you should donate $0.15 now which is half of your payment of more if you like.,Provide a specific suggestion,0.15,1
P4G,20180825-073559_995_live,0,ER,train,Hello?,Initiate conversation,0.0,0
P4G,20180825-073559_995_live,1,EE,train,hi,Respond to greeting,0.0,0
P4G,20180825-073559_995_live,2,ER,train,How are you today?,Inquire about well-being,0.0,0
P4G,20180825-073559_995_live,3,EE,train,good how about you?,Respond to inquiry and reciprocate question,0.0,0
P4G,20180825-073559_995_live,4,ER,train,"I am well, thank you!",Express well-being and gratitude,0.0,0
P4G,20180825-073559_995_live,5,ER,train,Glad you are doing well also.,Express gladness for EE's well-being,0.0,0
P4G,20180825-073559_995_live,6,ER,train,Have you heard of the charity called Save the Children?,Introduce topic of charity,0.0,0
