dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,4,worker,I won't take advantage of you,Assure fairness,40.0,Sales,5.0,Beijing,Apple
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,5,worker,I try to get these done quickly,Express desire for efficiency,40.0,Sales,5.0,Beijing,Apple
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,6,worker,let's do it,Express readiness to proceed,40.0,Sales,5.0,Beijing,Apple
ji,8e6f3402-1d6e-11e9-836b-6c96cfdf0295,0,worker,Hello,To initiate the conversation,23.0,Designer,3.0,Seoul,Google
ji,8e6f3402-1d6e-11e9-836b-6c96cfdf0295,1,recruiter,Hi!,To acknowledge the greeting,23.0,Designer,3.0,Seoul,Google
ji,8e6f3402-1d6e-11e9-836b-6c96cfdf0295,2,recruiter,How can I help you today?,To offer assistance,23.0,Designer,3.0,Seoul,Google
ji,8e6f3402-1d6e-11e9-836b-6c96cfdf0295,3,worker,I have a proposal for you,To introduce a proposal,23.0,Designer,3.0,Seoul,Google
ji,8e70031e-1d6e-11e9-82fc-6c96cfdf0295,0,recruiter,hello!,initiate conversation,40.0,Manager,6.0,Seoul,Amazon
ji,8e70031e-1d6e-11e9-82fc-6c96cfdf0295,1,worker,hi,acknowledge greeting,40.0,Manager,6.0,Seoul,Amazon
ji,8e70031e-1d6e-11e9-82fc-6c96cfdf0295,2,recruiter,i have wonderful job openings,express excitement and offer job opportunities,40.0,Manager,6.0,Seoul,Amazon
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,0,worker,hi there,To initiate the conversation,30.0,Designer,3.0,Sydney,Amazon
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,1,recruiter,Hi I'm Kevin.  nice to meet you,To introduce himself and establish a friendly tone,30.0,Designer,3.0,Sydney,Amazon
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,2,worker,"hi kevin, got anything as a designer?",To inquire about available designer positions,30.0,Designer,3.0,Sydney,Amazon
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,0,worker,Hi I'm Kevin.  What's your name?,To introduce himself and inquire about the recruiter's name.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,1,worker,I would love to work at apple.  especially as a manager,To express a desire to work at Apple  specifically in a managerial role.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,2,worker,very flexible on salary and location,To indicate flexibility regarding salary and location.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,3,worker,what do you say>,To seek the recruiter's opinion or response.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,4,recruiter,ok,To acknowledge the worker's previous statements.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,5,recruiter,sorry,To apologize  possibly for a delay or oversight.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,6,recruiter,i am mark,To introduce himself.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,7,recruiter,i can do sales for apple,To express his capability to work in sales for Apple.,42.0,Sales,4.0,Tokyo,Apple
ji,8e71c9a6-1d6e-11e9-a972-6c96cfdf0295,8,worker,no worries.  nice to meet you Mark,To reassure the recruiter and express pleasure in meeting him.,42.0,Sales,4.0,Tokyo,Apple
ji,8e72a024-1d6e-11e9-a1c7-6c96cfdf0295,0,recruiter,Hello!,To initiate the conversation,25.0,Engineer,5.0,Sydney,Google
ji,8e72a024-1d6e-11e9-a1c7-6c96cfdf0295,1,recruiter,We have job openings at google and amazon,To inform the worker about job openings at Google and Amazon,25.0,Engineer,5.0,Sydney,Google
ji,8e72a024-1d6e-11e9-a1c7-6c96cfdf0295,2,worker,Hello,To acknowledge the recruiter's greeting,25.0,Engineer,5.0,Sydney,Google
ji,8e7479b4-1d6e-11e9-b17d-6c96cfdf0295,0,worker,Hi!,Initiate conversation,45.0,Sales,3.0,Tokyo,Google
ji,8e7479b4-1d6e-11e9-b17d-6c96cfdf0295,1,recruiter,hello :),Acknowledge greeting and reciprocate,45.0,Sales,3.0,Tokyo,Google
ji,8e7479b4-1d6e-11e9-b17d-6c96cfdf0295,2,recruiter,i have wonderful jobs for google or amazon,Inform about job opportunities,45.0,Sales,3.0,Tokyo,Google
ji,8e755258-1d6e-11e9-b49b-6c96cfdf0295,0,worker,Hi,Initiate conversation,35.0,Manager,2.0,Beijing,Facebook
ji,8e755258-1d6e-11e9-b49b-6c96cfdf0295,1,worker,How are you today,Engage in polite social interaction,35.0,Manager,2.0,Beijing,Facebook
ji,8e755258-1d6e-11e9-b49b-6c96cfdf0295,2,recruiter,"im ok, thank you, and yourself?",Respond politely and reciprocate the question,35.0,Manager,2.0,Beijing,Facebook
ji,8e755258-1d6e-11e9-b49b-6c96cfdf0295,3,worker,Not bad,Provide a brief personal update,35.0,Manager,2.0,Beijing,Facebook
ji,8e755258-1d6e-11e9-b49b-6c96cfdf0295,4,worker,Do you perchance have manager at google?,Inquire about a specific job position at Google,35.0,Manager,2.0,Beijing,Facebook
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,0,worker,"Hello, my HIT time is running down",To inform the recruiter about the urgency due to time constraints.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,1,worker,think we can do this quick?,To seek confirmation or agreement to proceed quickly.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,2,worker,what are your  most important categories?,To inquire about the recruiter's priorities or preferences.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,3,worker,Position and company are super important on my end,To express the worker's own priorities in the negotiation.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,4,recruiter,I am looking for a designer at Amazon,To provide information about a job opportunity.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,5,worker,Anything else?,To inquire if there are additional options available.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e789d30-1d6e-11e9-afcf-6c96cfdf0295,6,worker,That isn't the greatest for me,To express dissatisfaction with the current option.,50.0,Engineer,3.0,Beijing,Amazon
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,0,recruiter,good afternoon!,Initiate conversation and greet the worker.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,1,worker,"hello, good afternoon",Respond to the greeting and reciprocate politeness.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,2,recruiter,please tell me what is most important to you :),Inquire about the worker's priorities to understand their preferences.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,3,worker,"position and company is most important, followed by weekly holiday, which is also very important.",Express the importance of position  company  and weekly holiday.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,4,worker,I only care a little about salary and workplace,Clarify that salary and workplace are of lesser importance.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,5,worker,Thank you for asking :),Show appreciation for the recruiter's inquiry.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,6,recruiter,what positions do you desire,Ask for specific job positions the worker is interested in.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,7,worker,Well I would love to be an engineer at Google. That would be my top pick. What do you think about that?,Express a desire to work as an engineer at Google and seek the recruiter's opinion.,32.0,Manager,3.0,Sydney,Google
ji,8e7b120c-1d6e-11e9-a3e8-6c96cfdf0295,8,recruiter,we are in the same boat... position and holiday are my top priorities so lets see if we can come up with a happpy medium,Express shared priorities and suggest finding a compromise.,32.0,Manager,3.0,Sydney,Google
ji,8e7bea1c-1d6e-11e9-a78e-6c96cfdf0295,0,worker,hi there,greet the recruiter,45.0,Manager,3.0,Seoul,Amazon
ji,8e7bea1c-1d6e-11e9-a78e-6c96cfdf0295,1,recruiter,Hi,acknowledge the greeting,45.0,Manager,3.0,Seoul,Amazon
ji,8e7bea1c-1d6e-11e9-a78e-6c96cfdf0295,2,recruiter,what kind of job are you looking for,seek information about the worker's job preferences,45.0,Manager,3.0,Seoul,Amazon
ji,8e7cc54a-1d6e-11e9-a562-6c96cfdf0295,0,recruiter,Hi how are you today,To greet the worker and initiate the conversation.,45.0,Engineer,3.0,Seoul,Amazon
ji,8e7cc54a-1d6e-11e9-a562-6c96cfdf0295,1,recruiter,Want manager or designer at fb?,To inquire about the worker's interest in specific job roles at Facebook.,45.0,Engineer,3.0,Seoul,Amazon
ji,8e7cc54a-1d6e-11e9-a562-6c96cfdf0295,2,worker,Hello. I would like to make good pay.,To express a desire for a well-paying job.,45.0,Engineer,3.0,Seoul,Amazon
ji,8e7cc54a-1d6e-11e9-a562-6c96cfdf0295,3,recruiter,Okay we can do that.,To acknowledge the worker's desire and indicate that it can be fulfilled.,45.0,Engineer,3.0,Seoul,Amazon
ji,8e7cc54a-1d6e-11e9-a562-6c96cfdf0295,4,worker,"Manager and designer won't do for me, I'm sorry.",To reject the offered positions of manager and designer.,45.0,Engineer,3.0,Seoul,Amazon
ji,8e7d925e-1d6e-11e9-9134-6c96cfdf0295,0,worker,"Hi, how are you?",To greet and establish rapport,45.0,Engineer,6.0,Sydney,Facebook
ji,8e7d925e-1d6e-11e9-9134-6c96cfdf0295,1,worker,I am hiring for Facebook primarily. Do you have engineering or designing experience?,To inquire about the recruiter's professional experience,45.0,Engineer,6.0,Sydney,Facebook
ji,8e7d925e-1d6e-11e9-9134-6c96cfdf0295,2,recruiter,I'm a contracting engineer currently.,To inform about current job role,45.0,Engineer,6.0,Sydney,Facebook
ji,8e7d925e-1d6e-11e9-9134-6c96cfdf0295,3,worker,I could provide maximum time off and any location except Tokyo.,To offer job benefits and location options,45.0,Engineer,6.0,Sydney,Facebook
ji,8e7f5aee-1d6e-11e9-832a-6c96cfdf0295,0,recruiter,lets get a quick deal done,express desire to quickly finalize a deal,35.0,Manager,3.0,Sydney,Apple
ji,8e7f5aee-1d6e-11e9-832a-6c96cfdf0295,1,worker,yes,agree to proceed with the conversation,35.0,Manager,3.0,Sydney,Apple
ji,8e7f5aee-1d6e-11e9-832a-6c96cfdf0295,2,worker,i'm kevin Hi!,introduce himself to establish identity,35.0,Manager,3.0,Sydney,Apple
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,0,worker,HI,Initiate conversation,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,1,worker,I'm an engineer looking for work,Express current employment status and seek opportunities,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,2,worker,?,Seek confirmation or response,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,3,recruiter,"Hi, lets negotiation",Initiate negotiation process,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,4,worker,I'm an engineer looking for work,Reiterate employment status and seek opportunities,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,5,recruiter,Would you prefer to work in Beijing or the very bowels of hell?,Inquire about location preference with a humorous tone,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,6,worker,What?,Express confusion or seek clarification,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,7,worker,I want to work in tokyo,State preference for working location,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,8,worker,?,Seek confirmation or response,45.0,Engineer,4.0,Sydney,Facebook
ji,8e809530-1d6e-11e9-b6aa-6c96cfdf0295,9,recruiter,"Hell no you don't. Tokyo is only a part time job kid, and you'll be back here begging for more work within 3 months",Discourage the worker's preference and provide a rationale,45.0,Engineer,4.0,Sydney,Facebook
ji,8e8160e6-1d6e-11e9-b849-6c96cfdf0295,0,recruiter,Hi there,To initiate the conversation,35.0,Engineer,3.0,Seoul,Amazon
ji,8e8160e6-1d6e-11e9-b849-6c96cfdf0295,1,worker,Hi,To acknowledge the greeting and reciprocate,35.0,Engineer,3.0,Seoul,Amazon
ji,8e823658-1d6e-11e9-a294-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,23.0,Designer,2.0,Sydney,Facebook
ji,8e823658-1d6e-11e9-a294-6c96cfdf0295,1,worker,What do you do?,Seek information about the recruiter's role,23.0,Designer,2.0,Sydney,Facebook
ji,8e823658-1d6e-11e9-a294-6c96cfdf0295,2,recruiter,"Find a job, use the chart on the right to get your best options",Provide guidance on how to find a job using the chart,23.0,Designer,2.0,Sydney,Facebook
ji,8e83c2be-1d6e-11e9-8765-6c96cfdf0295,0,worker,I want an engineering job.,Expressing a desire to obtain an engineering job,38.0,Engineer,3.0,Tokyo,Facebook
ji,8e83c2be-1d6e-11e9-8765-6c96cfdf0295,1,recruiter,"hello there, ok let us look",Initiating the conversation and agreeing to assist,38.0,Engineer,3.0,Tokyo,Facebook
ji,8e83c2be-1d6e-11e9-8765-6c96cfdf0295,2,recruiter,amazon and facebook have positions open,Providing information about available job positions,38.0,Engineer,3.0,Tokyo,Facebook
ji,8e83c2be-1d6e-11e9-8765-6c96cfdf0295,3,worker,Okay.,Acknowledging the information provided,38.0,Engineer,3.0,Tokyo,Facebook
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,0,recruiter,"Hello, I am looking for a manager for Google, Amazon, or Apple.",To inform the worker about the job opportunities available.,41.0,Manager,5.0,Sydney,Apple
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,1,worker,I can work at Apple as a designer.,To express interest in working at Apple as a designer.,41.0,Manager,5.0,Sydney,Apple
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,2,worker,I need a weekly holiday of 5 days.,To state a requirement for a weekly holiday of 5 days.,41.0,Manager,5.0,Sydney,Apple
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,3,recruiter,"That would be a lower salary, but I may be able to work with that.",To negotiate the terms by indicating a potential compromise on salary.,41.0,Manager,5.0,Sydney,Apple
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,4,worker,I could do with $41 per hour.,To propose a desired hourly wage.,41.0,Manager,5.0,Sydney,Apple
ji,8e84a698-1d6e-11e9-95ec-6c96cfdf0295,5,recruiter,Best salary I could offer as a designer with Apple and 5 days off would be 24.,To counter the worker's proposal with a lower salary offer.,41.0,Manager,5.0,Sydney,Apple
ji,8e863128-1d6e-11e9-a2cb-6c96cfdf0295,0,recruiter,Hi! What jobs are you looking for.,To inquire about the type of job the worker is interested in,38.0,Sales,3.0,Seoul,Amazon
ji,8e863128-1d6e-11e9-a2cb-6c96cfdf0295,1,worker,Consulting.,To express interest in consulting jobs,38.0,Sales,3.0,Seoul,Amazon
ji,8e8729e8-1d6e-11e9-898b-6c96cfdf0295,0,recruiter,hey,Initiate conversation,41.0,Designer,3.0,Beijing,Facebook
ji,8e8729e8-1d6e-11e9-898b-6c96cfdf0295,1,worker,"Hi, I am looking for a job with Amazon or Facebook.  I have several different skills.",Express desire to find a job at Amazon or Facebook and highlight skills,41.0,Designer,3.0,Beijing,Facebook
ji,8e8729e8-1d6e-11e9-898b-6c96cfdf0295,2,recruiter,lets work together to get the highest bonus for both of us,Propose collaboration to achieve mutual benefit,41.0,Designer,3.0,Beijing,Facebook
ji,8e8729e8-1d6e-11e9-898b-6c96cfdf0295,3,worker,Sounds like a plan,Agree to the proposed plan,41.0,Designer,3.0,Beijing,Facebook
ji,8e88f7c0-1d6e-11e9-a24a-6c96cfdf0295,0,worker,hi,Initiate conversation,34.0,Engineer,3.0,Seoul,Amazon
ji,8e88f7c0-1d6e-11e9-a24a-6c96cfdf0295,1,recruiter,hi :),Acknowledge and reciprocate greeting,34.0,Engineer,3.0,Seoul,Amazon
ji,8e88f7c0-1d6e-11e9-a24a-6c96cfdf0295,2,worker,I'd like to work as an engineer,Express desire to work as an engineer,34.0,Engineer,3.0,Seoul,Amazon
ji,8e88f7c0-1d6e-11e9-a24a-6c96cfdf0295,3,recruiter,ok,Acknowledge worker's desire,34.0,Engineer,3.0,Seoul,Amazon
ji,8e88f7c0-1d6e-11e9-a24a-6c96cfdf0295,4,worker,"Anywhere but google, preferably facebook",Specify preference for workplace,34.0,Engineer,3.0,Seoul,Amazon
ji,8e89ce28-1d6e-11e9-93b1-6c96cfdf0295,0,recruiter,Hello!,Initiate conversation,32.0,Manager,4.0,Tokyo,Google
ji,8e89ce28-1d6e-11e9-93b1-6c96cfdf0295,1,worker,Hello!,Respond to greeting,32.0,Manager,4.0,Tokyo,Google
ji,8e8b8c9c-1d6e-11e9-8897-6c96cfdf0295,0,worker,hi there,Initiate conversation,30.0,Sales,6.0,Tokyo,Facebook
ji,8e8b8c9c-1d6e-11e9-8897-6c96cfdf0295,1,recruiter,"Hello there, how can I help you today?",Offer assistance,30.0,Sales,6.0,Tokyo,Facebook
ji,8e8b8c9c-1d6e-11e9-8897-6c96cfdf0295,2,worker,sales or engineer?,Inquire about job options,30.0,Sales,6.0,Tokyo,Facebook
ji,8e8b8c9c-1d6e-11e9-8897-6c96cfdf0295,3,recruiter,i have a sales job at facebook,Provide job opportunity information,30.0,Sales,6.0,Tokyo,Facebook
ji,8e8b8c9c-1d6e-11e9-8897-6c96cfdf0295,4,worker,i like that,Express interest,30.0,Sales,6.0,Tokyo,Facebook
ji,8e8c9038-1d6e-11e9-a2e6-6c96cfdf0295,0,recruiter,Hi!,To initiate the conversation.,28.0,Manager,2.0,Beijing,Google
ji,8e8c9038-1d6e-11e9-a2e6-6c96cfdf0295,1,recruiter,Where would you like to work?,To inquire about the worker's preferred work location.,28.0,Manager,2.0,Beijing,Google
ji,8e8c9038-1d6e-11e9-a2e6-6c96cfdf0295,2,recruiter,I have everything but apple.,To inform the worker about the availability of job options  excluding Apple.,28.0,Manager,2.0,Beijing,Google
ji,8e8c9038-1d6e-11e9-a2e6-6c96cfdf0295,3,worker,manager at google good?,To express interest in a managerial position at Google.,28.0,Manager,2.0,Beijing,Google
ji,8e8d591e-1d6e-11e9-8b26-6c96cfdf0295,0,worker,hello,greet the recruiter,20.0,Engineer,5.0,Beijing,Amazon
ji,8e8d591e-1d6e-11e9-8b26-6c96cfdf0295,1,recruiter,I would like to offer you a job starting at 20.00 per hour,offer a job opportunity to the worker,20.0,Engineer,5.0,Beijing,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,0,recruiter,why hello!,Initiate conversation,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,1,worker,hi there,Respond to greeting,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,2,worker,sydney no good,Express dissatisfaction with Sydney,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,3,worker,or google,Express dissatisfaction with Google,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,4,recruiter,ok thats good to know,Acknowledge worker's preferences,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,5,worker,sales is good,Express preference for sales,30.0,Sales,2.0,Sydney,Amazon
ji,8e8e33b6-1d6e-11e9-94c1-6c96cfdf0295,6,recruiter,i can do sales for apple not in sydney if you could work with me on salary and holidays?,Propose a job opportunity with conditions,30.0,Sales,2.0,Sydney,Amazon
ji,8e8f0958-1d6e-11e9-9d66-6c96cfdf0295,0,recruiter,hello,initiate conversation,35.0,Designer,4.0,Sydney,Facebook
ji,8e8f0958-1d6e-11e9-9d66-6c96cfdf0295,1,worker,hey,acknowledge greeting,35.0,Designer,4.0,Sydney,Facebook
ji,8e8f0958-1d6e-11e9-9d66-6c96cfdf0295,2,worker,lets work together to get the most bonus,express desire to collaborate for mutual benefit,35.0,Designer,4.0,Sydney,Facebook
ji,8e8f0958-1d6e-11e9-9d66-6c96cfdf0295,3,recruiter,sure thing,agree to collaborate,35.0,Designer,4.0,Sydney,Facebook
ji,8e8fe4a4-1d6e-11e9-acad-6c96cfdf0295,0,recruiter,Hi!,To greet the worker and initiate the conversation.,30.0,Sales,5.0,Sydney,Amazon
ji,8e8fe4a4-1d6e-11e9-acad-6c96cfdf0295,1,recruiter,Let's find you a new job. Sound good?,To propose helping the worker find a new job and seek agreement.,30.0,Sales,5.0,Sydney,Amazon
ji,8e8fe4a4-1d6e-11e9-acad-6c96cfdf0295,2,worker,"Sure, I'm still trying to figure out what I want in a new job",To express openness to the recruiter's help while indicating uncertainty about job preferences.,30.0,Sales,5.0,Sydney,Amazon
ji,8e8fe4a4-1d6e-11e9-acad-6c96cfdf0295,3,recruiter,The best salary would be as a manager.,To suggest that a managerial position offers the best salary.,30.0,Sales,5.0,Sydney,Amazon
ji,8e8fe4a4-1d6e-11e9-acad-6c96cfdf0295,4,recruiter,sure,To acknowledge or affirm the previous statement.,30.0,Sales,5.0,Sydney,Amazon
